website,name_of_meal,nutrition_values,preptime,attributes,allergens,ingredients,description
greenchef,Creamy Tomato Shrimp & Bacon Linguine,Calories 1100kcal Fat 64g Saturated Fat 24g Carbohydrate 81g Sugar 10g Dietary Fiber 7g Protein 45g Cholesterol 310mg Sodium 2720mg,25 Min.,Low Added Sugar,"Allergens: Wheat, Shellfish, Milk","Linguine; Bacon; Parsley; Kalamata Olives; Shrimp; Cumin, Garlic & Fennel Blend; White Wine Vinegar; Ground Tomatoes; Roasted Red Peppers; Umami Stock Concentrate; Cream Cheese; Feta Cheese","Greek-style ingredients are prominently featured in this enticing pasta dish. You’ll season shrimp with a blend of cumin, garlic, and fennel before pan-searing, then simmer them in a rich, creamy tomato sauce along with roasted red peppers and feta. Toss in al dente linguine, then garnish these pasta bowls with crisp bacon, Kalamata olives, fresh parsley, and a final sprinkle of feta cheese for salty and savory flavors in every bite."
greenchef,Pork with Balsamic Tomato Sauce,Calories 840kcal Fat 67g Saturated Fat 19g Carbohydrate 25g Sugar 10g Dietary Fiber 5g Protein 37g Cholesterol 140mg Sodium 900mg,40 Min.,Gluten-free; Keto; Low Added Sugar; Carb Smart,"Allergens: Milk, Tree Nuts",Pork Filets; Mozzarella Cheese; Roma Tomatoes; Dairy-Free Basil & Garlic Pesto; Balsamic vinaigrette with olive oil; Spaghetti Squash; Italian Seasoning,"For this Italian-inspired dish, we pair roasted pork filets with nourishing spaghetti squash instead of traditional pasta. Raking the tines of a fork over the squash yields perfectly noodly strands, and here, we toss them with melty mozzarella cheese for creamy richness and drizzle them in basil pesto for an herbal flourish. Spoonfuls of balsamic tomato pan sauce add tangy richness to the pork."
greenchef,Baked Ricotta Chicken & Pesto Broccoli,Calories 560kcal Fat 38g Saturated Fat 12g Carbohydrate 11g Sugar 4g Dietary Fiber 3g Protein 46g Cholesterol 155mg Sodium 770mg,30 Min.,Gluten-free; Keto; Calorie Smart; Low Added Sugar; Carb Smart,"Allergens: Milk, Tree Nuts",Ricotta Cheese; Roasted Red Peppers; Broccoli; Chicken Cutlets; Italian Seasoning; Mozzarella Cheese; Basil pesto with Parmesan,"This craveable gluten-free meal was inspired by ultra-cheesy Italian dishes like white pizza and lasagna. Our chefs ditched the bready crust and noodles, instead layering all that formaggio (roasted red pepper–studded ricotta and melty mozzarella) atop Italian herb-seasoned chicken before baking. While that’s in the oven, you’ll whip up a side of crisp-tender broccoli tossed in basil pesto with Parmesan. Triple the cheese, triple the fun!"
greenchef,Orange-Chili Spiced Barramundi,Calories 530kcal Fat 9g Saturated Fat 3. 5g Carbohydrate 78g Sugar 15g Dietary Fiber 12g Protein 34g Cholesterol 85mg Sodium 530mg,30 Min.,Gluten-free; Calorie Smart; Sodium Smart; Low Added Sugar; Gut & Brain Health,"Allergens: Fish, Milk",Purple Sweet Potato; Umami Stock Concentrate; Lime; Cabbage; Carrots; Cilantro; Pineapple; Australis Barramundi; Orange-Chili Spice Blend; Corn; Sour Cream,"This vibrant barramundi dish features two standout sides: zesty cilantro-lime purple sweet potatoes and a charred corn, cabbage, and pineapple slaw tossed with lime juice. The centerpiece of the meal is a seared barramundi fillet seasoned with our orange-chili spice blend and finished with a drizzle of spiced crema."
greenchef,Pork Chops with Truffle Cream Sauce,Calories 720kcal Fat 58g Saturated Fat 20g Carbohydrate 17g Sugar 8g Dietary Fiber 4g Protein 35g Cholesterol 140mg Sodium 860mg,30 Min.,Gluten-free; Keto; Low Added Sugar; Carb Smart,"Allergens: Milk, Tree Nuts",Truffle Seasoning; Cream Cheese; Yellow Onion; Green Beans; Garlic; Sliced Almonds; Parmesan Cheese; Italian Seasoning; Boneless Pork Chops,"Truffle seasoning makes just about any meal feel extra-decadent. This one is no exception. Here, the umami-packed powder dresses up a cream sauce with sweet caramelized onion, forming a luscious and delicious bed for juicy pork chops. On the side, there are green beans sautéed with garlic and almonds, then sprinkled with Parmesan cheese. All together, this makes one full, fancy plate."
greenchef,Barbecue Pork Meatloaves,Calories 680kcal Fat 52g Saturated Fat 12g Carbohydrate 27g Sugar 18g Dietary Fiber 6g Protein 26g Cholesterol 130mg Sodium 480mg,35 Min.,Gluten-free; Dairy Free; Sodium Smart; Low Added Sugar; Carb Smart,Allergens: Tree Nuts,Apple; Cabbage; Green Beans; Ground Pork; Barbecue Sauce with Coconut Aminos; Cumin-Herb Lemon Vinaigrette; Pecans,"These tender, savory pork meatloaves come with a delicious twist: You’ll fold grated apple into the mix for a balanced sweet note. A layer of barbecue sauce transforms into a tangy-sticky glaze in the oven for bold flavors in every bite. Add crisp contrast to this comforting homestyle meal with pecan-studded green beans and a bright, refreshing cumin-herb lemon cabbage slaw."
greenchef,Spiced Cobia over Apricot-Ginger Rice,Calories 610kcal Fat 23g Saturated Fat 7g Carbohydrate 67g Sugar 15g Dietary Fiber 6g Protein 32g Cholesterol 80mg Sodium 530mg,30 Min.,Gluten-free; Calorie Smart; Sodium Smart; Low Added Sugar; Gut & Brain Health,"Allergens: Milk, Fish",Yellow onions & ginger; Jasmine Rice; Veggie Stock Concentrate; Dried Apricots; Carrots; Lemon; Cilantro; Garlic; Sour Cream; Cobia Fillets; Cumin,"Buttery and mild cobia, dusted with cumin and pan-seared, takes center stage tonight. It’s served with gingery rice dotted with sweet and chewy dried apricots and a side of caramelized roasted carrots. Two tasty toppings—lemon crema and a garlic cilantro sauce—add extra pops of flavor to this delectable dish."
greenchef,Pork Filet with Lemon Dill Sauce,Calories 730kcal Fat 44g Saturated Fat 10g Carbohydrate 47g Sugar 12g Dietary Fiber 5g Protein 36g Cholesterol 110mg Sodium 1060mg,30 Min.,Low Added Sugar,"Allergens: Wheat, Milk, Tree Nuts",Pork Filets; Toasted Pearl Couscous; Dates; Summer Squash; Grape Tomatoes; Garlic; Sour cream with lemon & dill; Lemon Pepper & Herb Seasoning; Roasted Almonds; Chicken Stock Concentrate,"Tonight’s lemon dill sauce ties Mediterranean flavors together for a refreshing and vibrant dish. Pork filets are pan-seared with lemon pepper spice to develop a tasty brown crust, then finished in the oven to lock in the juiciness. While the pork roasts, summer squash and tomatoes are sautéed with garlic for a fragrant side. Toasted pearl couscous is tossed with almonds and dates for a nourishing base, and a generous drizzle of lemon dill sauce offers a citrusy finish."
hellofresh,Sweet and Savoury Pork Burgers,"Calories 1230kcal, Fat 63g, Saturated Fat 14g, Carbohydrate 127g, Sugar 37g, Dietary Fiber 10g, Protein 41g, Cholesterol 105mg, Sodium 2180mg, Trans Fat 0.3g, Potassium 2000mg, Calcium 225mg, Iron 9mg",,Discovery,,"Ground Pork 250 g, Thyme 7 g, Maple Syrup 2 tbsp, Italian Breadcrumbs (Contains Oats Rye Sesame Soy Wheat Barley MilkMay contain Fish Egg Sulphites Peanuts Triticale Crustaceans Mustard Tree nuts Soy) 4 tbsp, Artisan Bun (Contains Soy Wheat MilkMay contain Egg Sulphites Mustard Soy Sesame Milk) 2 unit(s), Granny Smith Apple 1 unit(s), Dijon Mustard (Contains MustardMay contain Fish Egg Sulphites Crustaceans Soy Sesame Milk Wheat Gluten) 1 tbsp, Mayonnaise (Contains Mustard EggMay contain Fish Sulphites Crustaceans Mustard Soy Sesame Milk Wheat Gluten) 4 tbsp, Baby Spinach 113 g, Russet Potato 2 unit(s), Ketchup (May contain Fish Egg Sulphites Crustaceans Mustard Tree nuts Soy Sesame Milk Wheat Gluten) 4 tbsp, White Wine Vinegar (Contains Sulphites) 1 tbsp, Garlic Salt (May contain Sulphites Peanuts Triticale Mustard Tree nuts Soy Sesame Milk Wheat) 1 tsp","Everyone loves a good hamburger, but this one may just change the game! Maple and thyme make pork shine, while ketchup and Dijonnaise act as major flavour boosters. Throw in a fresh apple-spinach salad and some herby potato wedges, and you'll be second-guessing that classic beef burger next time you have a craving. Ingredients: Russet potato • Ground pork • Artisan bun (enriched wheat flour, water, canola oil, yeast, sugar, invert sugar, salt, vinegar, citrus fiber, mono- and diglycerides of fatty acids, soy flour, calcium carbonate, sodium stearoyl-2-lactylate, monocalcium phosphate, amylase, xylanase, ascorbic acid, dough softener, potassium sorbate, calcium propionate, calcium sulphate, dried durum wheat sourdough (milled durum wheat products, bacterial culture), xanthan gum, guar gum) (milk, soy, wheat) • Granny Smith apple • Spinach • Mayonnaise (canola and/or soy oil, liquid whole egg, frozen egg yolk, water, salt, sugar, vinegar, concentrated lemon juice, spice extract, mustard, lactic acid, calcium disodium EDTA) (mustard, egg) • Ketchup (tomato paste, water, sugars (sugar, glucose-fructose), vinegar, salt, seasoning, onion powder, spices, citric acid, potassium sorbate, sodium benzoate) • Maple syrup • Italian breadcrumbs (toasted bread crumbs [enriched flour, (wheat flour, malted barley, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), high fructose corn syrup, corn syrup, partially hydrogenated vegetable oil, water, yeast, salt, sugars (brown sugar, honey, molasses, sugar, dextrose), wheat gluten, whey, soy flour, rye flour, corn flour, oat bran, corn meal, cornstarch, rice flour, potato flour, butter, dough conditioners (mono and diglycerides, sodium and/or calcium stearoyl lactylate, soy lethicin, calcium carbonate, ascorbic acid), yeast nutrients (ammonium sulfate, calcium sulfate, monocalcium phosphate), distilled vinegar, skim milk, buttermilk, citric acid, grain vinegar, datem, potassium iodate, guar gum, calcium phosphate, lactic acid, calcium propionate, potassium sorbate, sesame seeds], salt, imported pecorino romano cheese (sheep’s milk, salt, rennet), spices, natural & artificial flavor, garlic, onion and parsley) (barley, milk, oats, rye, sesame, soy, wheat) • Dijon mustard (water, mustard seed, mustard flour, vinegar, salt, white wine, spices, xanthan gum, citric acid, tartaric acid) (mustard) • White wine vinegar (wine vinegar, potassium metabisulfite) (sulphites) • Thyme • Garlic salt (salt, garlic powder, silicon dioxide)."
hellofresh,Italian Herb Chicken and Pea Risotto,"Calories 720kcal, Fat 25g, Saturated Fat 11g, Carbohydrate 71g, Sugar 4g, Dietary Fiber 5g, Protein 50g, Cholesterol 165mg, Sodium 1830mg, Trans Fat 1g, Potassium 950mg, Calcium 200mg, Iron 3.5mg",,Low CO2,,"Chicken Breasts 2 unit(s), Green Peas 56 g, Baby Spinach 56 g, Arborio Rice ¾ cup, Chicken Broth Concentrate 2 unit(s), Yellow Onion ½ unit(s), Parmesan Cheese shredded (Contains Milk) ¼ cup, Garlic Salt (May contain Milk Sulphites Wheat Tree nuts Triticale Mustard Soy Sesame Peanuts) 1 tsp, Garlic cloves 1 unit(s), Italian Seasoning (May contain Milk Sulphites Wheat Tree nuts Triticale Mustard Soy Sesame Peanuts) 1 tbsp","Creamy risotto and cheesy baked chicken are a match made in heaven in this iconic dish. A little patience with the risotto is worth it to coax this time-honoured Italian classic into a luxurious meal. Ingredients: Chicken breast • Arborio rice • Yellow onion • Green peas • Spinach • Parmesan cheese (pasteurized milk, modified milk ingredients, water, modified corn starch and/or potato starch, cheese (milk, bacterial culture, salt, microbial enzyme, lipase), salt, citric acid, sodium phosphate, lactic acid, flavour, sodium citrate, potassium sorbate, caramel colour, beta-carotene, anticaking blend (potato starch, corn starch, dextrose, calcium sulfate, cellulose, natamycin, enzyme)) (milk) • Chicken broth concentrate (sugars (maltodextrin, sugar), chicken stock, chicken fat, chicken flavor (chicken broth, salt, flavoring, water, glutamic acid, chicken fat, chicken powder, xanthan gum, organic sunflower oil), salt, yeast extract, xanthan gum, natural flavor) • Italian seasoning (oregano, basil, marjoram, garlic powder, rosemary, parsley flakes, bay leaf, canola oil, silicon dioxide) • Garlic salt (salt, garlic powder, silicon dioxide) • Garlic."
hellofresh,Mexican Baked Chicken,"Calories 860kcal, Fat 30g, Saturated Fat 9g, Carbohydrate 90g, Sugar 12g, Dietary Fiber 6g, Protein 55g, Cholesterol 150mg, Sodium 1510mg, Trans Fat 0.4g, Potassium 1400mg, Calcium 300mg, Iron 4.5mg",,"Family Friendly, New",,"Chicken Breasts 2 unit(s), Mexican Seasoning (May contain Sesame Triticale Peanuts Tree nuts Wheat Mustard Sulphites Milk Soy) 2 tbsp, Corn Kernels 113 g, Sweet Bell Pepper 1 unit(s), Tomato Salsa (May contain Sesame Tree nuts Wheat Mustard Sulphites Milk Soy Crustaceans Egg Fish Gluten) ½ cup, Basmati Rice ¾ cup, Chicken Broth Concentrate 1 unit(s), Cheddar Cheese shredded (Contains Milk) ½ cup","Easy-smothered Mexican chicken is a symphony of flavours for the whole family! Juicy chicken breast can tossed in Mexican Seasoning and topped with a savoury tomato and pepper sauce. All topped with cheese and served over a perfectly fluffy bed of rice! Ingredients: Chicken breast • Sweet bell pepper • Basmati rice • Tomato salsa (water, tomatoes (tomatoes, tomato juice, citric acid, calcium chloride), tomato paste, green bell peppers, onions, jalapeno peppers, vinegar, sugar, salt, garlic, soybean oil, dried garlic, dried onion, canola oil, spices, paprika oleoresin, xanthan gum, citric acid, potassium sorbate, sodium benzoate) • Thaw-friendly corn (corn, modified vinegar) • Cheddar cheese (pasteurized milk, modified milk ingredients, cream, bacterial culture, salt, annatto, beta-carotene, calcium chloride, microbial enzyme, cellulose, natamycin) (milk) • Mexican seasoning (spices, paprika powder, sugar (sugar, maltodextrin), salt, tomato powder, garlic powder, herbs, canola oil, silicon dioxide) • Chicken broth concentrate (sugars (maltodextrin, sugar), chicken stock, chicken fat, chicken flavor (chicken broth, salt, flavoring, water, glutamic acid, chicken fat, chicken powder, xanthan gum, organic sunflower oil), salt, yeast extract, xanthan gum, natural flavor)."
hellofresh,Chimichurri Drizzled Pork Chops,"Calories 990kcal, Fat 71g, Saturated Fat 11g, Carbohydrate 38g, Sugar 10g, Dietary Fiber 7g, Protein 46g, Cholesterol 140mg, Sodium 680mg, Trans Fat 0.3g, Potassium 1750mg, Calcium 100mg, Iron 4mg",,New,,"Pork Chops bone-in 2 unit(s), Red Potato 250 g, Smoked Paprika-Garlic Blend (Contains SulphitesMay contain Tree nuts Wheat Milk Mustard Peanuts Sesame Soy) 1 tbsp, Cilantro 7 g, Parsley 7 g, White Wine Vinegar (Contains Sulphites) 1 tbsp, Garlic cloves 2 unit(s), Red Onion 1 unit(s), Green Bell Pepper 1 unit(s), Sweet Bell Pepper 1 unit(s), Mayonnaise (Contains Egg MustardMay contain Wheat Milk Mustard Sesame Soy Crustaceans Fish Gluten Sulphites) 4 tbsp","Chopped fresh herbs and garlic, mixed with oil and vinegar combine for a zippy sauce perfect for drizzling over juicy bone-in pork chops. The smoky Paprika dusted roasted potatoes and peppers ring this whole dish together. Ingredients: Seasoned pork chop (pork, water, sea salt, cane sugar, pork stock, rosemary extract) • Red potato • Green pepper • Sweet bell pepper • Red onion • Mayonnaise (canola and/or soy oil, liquid whole egg, frozen egg yolk, water, salt, sugar, vinegar, concentrated lemon juice, spice extract, mustard, lactic acid, calcium disodium EDTA) (mustard, egg) • White wine vinegar (wine vinegar, potassium metabisulfite) (sulphites) • Cilantro • Parsley • Smoked paprika-garlic blend (smoked paprika, garlic powder, silicon dioxide) (sulphites) • Garlic."
hellofresh,Karahi-Inspired Chicken Curry,"Calories 830kcal, Fat 32g, Saturated Fat 11g, Carbohydrate 84g, Sugar 10g, Dietary Fiber 6g, Protein 49g, Cholesterol 155mg, Sodium 1240mg, Trans Fat 0.5g, Potassium 1200mg, Calcium 100mg, Iron 5.5mg",,"Spicy, Discovery",,"Chicken Breast Tenders 310 g, Basmati Rice ¾ cup, Sweet Bell Pepper 1 unit(s), Baby Spinach 28 g, Yellow Onion 1 unit(s), Green Peas 56 g, Tomato Sauce Base (May contain Mustard Milk Tree nuts Fish Egg Sesame Crustaceans Gluten Sulphites Soy Wheat) 2 tbsp, Curry Paste (May contain Mustard Milk Tree nuts Fish Egg Sesame Crustaceans Gluten Sulphites Soy Wheat) 2 tbsp, Chicken Stock Powder (Contains SoyMay contain Mustard Milk Tree nuts Sesame Sulphites Wheat Peanuts) 1 tbsp, Cream Sauce Spice Blend (Contains WheatMay contain Mustard Milk Tree nuts Sesame Sulphites Soy Peanuts) 1 tbsp, Cumin-Turmeric Spice Blend (May contain Mustard Milk Tree nuts Sesame Sulphites Soy Wheat Peanuts Triticale) 1.5 tsp","This hearty dinner of chicken, simmered in mild tomato curry broth, is inspired by the flavours of karahi curries. Ingredients: Chicken tenders • Sweet bell pepper • Basmati rice • Yellow onion • Green peas • Tomato sauce (water, tomato paste, modified corn starch, soybean oil, phosphoric acid, xanthan gum, potassium sorbate, sodium benzoate) • Mild curry paste (water, onions, tomato paste, vinegar, vegetable oil, garlic, modified corn starch, garlic powder, salt, curry powder, spices, xanthan gum, citric acid, caramel, potassium sorbate, sodium benzoate) • Spinach • Cream sauce spice blend (wheat flour, salt, garlic powder, onion powder, canola oil, silicon dioxide) (wheat) • Chicken stock powder (salt, sugars (dextrose, corn syrup solids, sugar), chicken fat, corn starch, hydrolyzed vegetable proteins(corn, soy), dehydrated onion, yeast extract, spices and herb, spice extracts, dehydrated chicken, citric acid, turmeric extract, turmeric, disodium inosinate, disodium guanylate, natural flavour) (soy) • Cumin-turmeric blend (cumin, turmeric, silicon dioxide)."
